"We'll email you an order confirmation with details and tracking info.","Þú færð tölvupóst til staðfestingar innan skamms.",module,Magento_Checkout
"You can track your order status by creating an account.","Þú getur séð stöðu pöntunar ef þú stofnar aðgang.",module,Magento_Checkout
"Place Order","Staðfesta pöntun",module,Magento_Checkout
"Order Total","Heildarupphæð pöntunar",module,Magento_Checkout
"Home","Heim",module,Magento_Cms
"Go to Home Page","Fara á upphafssíðu",module,Magento_Cms
"Order # %1","Pöntun # %1",module,Magento_CompanyCredit
"Place Order","Staðfesta pöntun",module,Magento_CompanyCredit
"Order Total","Heildarupphæð pöntunar",module,Magento_CompanyCredit
"Order","Pöntun",module,Magento_Customer
"Order Total","Heildarupphæð pöntunar",module,Magento_Customer
"Qty","Magn",module,Magento_Customer
"Balance","Alls samtals",module,Magento_CustomerBalance
"Order #%1","Pöntun #%1",module,Magento_CustomerBalance
"Order Status","Staða pöntunar",module,Magento_CustomerSegment
"Order Status %1 %2:","Staða pöntunar %1 %2:",module,Magento_CustomerSegment
"ordered","pantað",module,Magento_CustomerSegmen
"Subtotal","Samtals",module,Magento_CustomerSegment
"Place Order","Staðfesta pöntun",module,Magento_Cybersource
"Order #","Pöntun #",module,Magento_Downloadable
"Qty","Magn",module,Magento_Downloadable
"Subtotal","Samtals",module,Magento_Downloadable
"Discount Amount","Afsláttur",module,Magento_Downloadable
"Ordered","Pantað",module,Magento_Downloadable
"Ordered","Pantað",module,Magento_GiftCard
"Order #%1.","Pöntun #%1.",module,Magento_GiftCardAccount
"Qty","Magn",module,Magento_GiftRegistry
"Qty","Magn",module,Magento_GroupedProduct
"Shop By","Veldu flokk",module,Magento_LayeredNavigation
"Qty","Magn",module,Magento_MultipleWishlist
"Add To Order","Bæta vöru í pöntun",module,Magento_MultipleWishlist
"Place Order","Staðfesta pöntun",module,Magento_Multishipping
"Qty","Magn",module,Magento_Multishipping
"Subtotal","Samtals",module,Magento_Multishipping
"Subtotal (Incl. Tax)","Samtals (m. VSK)",module,Magento_NegotiableQuote
"Subtotal (Excl. Tax)","Samtals (án VSK)",module,Magento_NegotiableQuote
"Qty:","Magn:",module,Magento_NegotiableQuote
"Qty: ","Magn: ",module,Magento_NegotiableQuote
"Discount","Afsláttur",module,Magento_NegotiableQuote
"Discount amount: ","Afsláttur: ",module,Magento_NegotiableQuote
"discount","afsláttur",module,Magento_NegotiableQuote
"Ordered","Pantað",module,Magento_NegotiableQuote
"Qty","Magn",module,Magento_NegotiableQuote
"Subtotal","Samtals",module,Magento_NegotiableQuote
"Place Order","Staðfesta pöntun",module,Magento_OfflinePayments
"Discount","Afsláttur",module,Magento_Payment
"Place Order","Staðfesta pöntun",module,Magento_Payment
"Order","Pöntun",module,Magento_Paypal
"Order Total","Heildarupphæð pöntunar",module,Magento_Paypal
"Learn More","Nánar",module,Magento_Paypal
"Order #","Pöntun #",module,Magento_Paypal
"Order Status","Staða pöntunar",module,Magento_Paypal
"Place Order","Staðfesta pöntun",module,Magento_Paypal
"Qty","Magn",module,Magento_Paypal
"Subtotal","Samtals",module,Magento_Paypal
"Orders","Pantanir",module,Magento_Paypal
"Home Page","Upphafssíða",module,Magento_Paypal
"Qty","Magn",module,Magento_QuickOrder
"Subtotal","Samtals",module,Magento_Quote
"Discount","Afsláttur",module,Magento_Quote
"subtotal","Samtals",module,Magento_Reminder
"Subtotal","Samtals",module,Magento_Reports
"Discount","Afsláttur",module,Magento_Reports
"Orders","Pantanir",module,Magento_Reports
"Learn More","Nánar",module,Magento_Reports
"Order Total","Heildarupphæð pöntunar",module,Magento_Reports
"Ordered","Pantað",module,Magento_Reports
"Ordered Quantity","Pantað magn",module,Magento_Reports
"Order Updated","Pöntun uppfærð",module,Magento_Reports
"Qty","Magn",module,Magento_RequisitionList
"Subtotal","Samtals",module,Magento_RequisitionList
"Learn more","Nánar",module,Magento_Reward
"Order","Pöntun",module,Magento_Rma
"Ordered","Pantað",module,Magento_Rma
"Order # ","Pöntun # ",module,Magento_Rma
"Ordered: ","Pantað: ",module,Magento_Rma
"Qty","Magn",module,Magento_Rma
"Category","Flokkur",module,Magento_Rule
"Orders","Pantanir",module,Magento_Sales
"Order Totals","Samtölur pöntunar",module,Magento_Sales
"Order Grand Total","Heildarupphæð pöntunar",module,Magento_Sales
"Order Statuses","Staða pantana",module,Magento_Sales
"Order Status","Staða pöntunar",module,Magento_Sales
"Order Status Information","Upplýsingar um stöðu pöntunar",module,Magento_Sales
"Order # %1 %2 | %3","Pöntun # %1 %2 | %3",module,Magento_Sales
"Subtotal","Samtals",module,Magento_Sales
"Discount (%1)","Afsláttur (%1)",module,Magento_Sales
"Discount","Afsláttur",module,Magento_Sales
"Order # %1","Pöntun # %1",module,Magento_Sales
"Go to Home Page","Fara á upphafssíðu",module,Magento_Sales
"Ordered","Pantað",module,Magento_Sales
"Order","Pöntun",module,Magento_Sales
"Order # ","Pöntun # ",module,Magento_Sales
"Order Date: ","Dags. pöntunar: ",module,Magento_Sales
"Qty","Magn",module,Magento_Sales
"Order #%1 created at %2","Pöntun #%1 stofnuð %2",module,Magento_Sales
"Order # %1 Notification(s)","Pöntun # %1 Tilkynningar",module,Magento_Sales
"Order Total","Heildarupphæð pöntunar",module,Magento_Sales
"Subtotal:","Samtals:",module,Magento_Sales
"Add To Order","Bæta vöru í pöntun",module,Magento_Sales
"Subtotal (Excl. Tax)","Samtals (án VSK)",module,Magento_Sales
"Subtotal (Incl. Tax)","Samtals (m. VSK)",module,Magento_Sales
"Discount Amount","Afsláttur",module,Magento_Sales
"Order Date","Dags. pöntunar",module,Magento_Sales
"Order Date (%1)","Dags. pöntunar (%1)",module,Magento_Sales
"Order #","Pöntun #",module,Magento_Sales
"Subtotal after discount","Samtals m. afslætti, ",module,Magento_Sales
"Orders","Pantanir",module,Magento_SalesArchive
"Order","Pöntun",module,Magento_SalesArchive
"Order Date","Dags. pöntunar",module,Magento_SalesArchive
"Order Status","Staða pöntunar",module,Magento_SalesArchive
"Subtotal","Samtals",module,Magento_SalesArchive
"Order #","Pöntun #",module,Magento_SalesArchive
"Discount (%1)","Afsláttur (%1)",module,Magento_SalesRule
"Discount","Afsláttur",module,Magento_SalesRule
"Subtotal","Samtals",module,Magento_SalesRule
"Discount Amount","Afsláttur",module,Magento_SalesRule
"Discount Amount","Afsláttur",module,Magento_SalesRuleStaging
"Qty","Magn",module,Magento_ScalableInventory
"Discount","Afsláttur",module,Magento_SharedCatalog
"Order # %1","Pöntun # %1",module,Magento_Shipping
"Qty Ordered","Pantað magn",module,Magento_Shipping
"Qty","Magn",module,Magento_Shipping
"Order Total","Heildarupphæð pöntunar",module,Magento_Shipping
"Learn more","Nánar",module,Magento_Signifyd
"Category","Flokkur",module,Magento_TargetRule
"Subtotal (Excl.Tax)","Samtals (án VSK)",module,Magento_Tax
"Subtotal (Incl.Tax)","Samtals (m. VSK)",module,Magento_Tax
"Subtotal (Excl. Tax)","Samtals (án VSK)",module,Magento_Tax
"Subtotal (Incl. Tax)","Samtals (m. VSK)",module,Magento_Tax
"Subtotal","Samtals",module,Magento_Tax
"Subtotal Only","Samtals",module,Magento_Tax
"Order Total Excl. Tax","Heildarupphæð pöntunar án VSK",module,Magento_Tax
"Order Total Incl. Tax","Heildarupphæð pöntunar m. VSK",module,Magento_Tax
"Order Total","Heildarupphæð pöntunar",module,Magento_Tax
"per page","á síðu",module,Magento_Theme
"Go to Home Page","Fara á upphafssíðu",module,Magento_Theme
"per page","á síðu",module,Magento_Ui
"Category:","Flokkur:",module,Magento_UrlRewrite
"Go to Home Page","Fara á upphafssíðu",module,Magento_VersionsCms
"Ordered","Pantað",module,Magento_VersionsCms
"per page","á síðu",module,Magento_VisualMerchandiser
"Qty","Magn",module,Magento_Wishlist
"You have no items in your wish list.","Óskalistinn þinn er auður.",module,Magento_Wishlist
"Shop By","Veldu flokk",theme,frontend/Magento/luma
"Order Status","Staða pöntunar",theme,frontend/Magento/luma
